GivenName,Surname,Gender,EmailAddress,TelephoneNumber,NationalID,Age,City,StreetAddress,ZipCode,NameSet,Birthday,StateFull
Beato,Giordano,male,BeatoGiordano@superrito.com,"0378 3567458",PI93958719,44,Pollica,"Vicolo Cieco Fondachetto 1",84068,Italian,9/7/1975,Salerno
Medoro,Loggia,male,MedoroLoggia@einrot.com,"0380 8158094",CF37400943,37,Gabbiana,"Via Santa Maria di Costantinopoli 32",54020,Italian,2/2/1983,Massa
Ciriaca,Fiorentino,female,CiriacaFiorentino@superrito.com,"0355 5360571",CF19350140,43,Copiano,"Via Alessandro Manzoni 68",27010,Italian,5/12/1976,Pavia
Abramo,Mazzi,male,AbramoMazzi@gustr.com,"0380 1348889",AW4791282,62,"San Biagio Della Cima","Via Firenze 78",18036,Italian,1/14/1958,Imperia
Dolcelino,Lombardi,male,DolcelinoLombardi@superrito.com,"0361 7767566",NM58016550,42,Runco,"Via Francesco Del Giudice 25",44010,Italian,12/9/1977,Ferrara
Marilena,Manfrin,female,MarilenaManfrin@teleworm.us,"0342 6814796",ZO52260824,24,"Costa D'Arcevia","Via A.G. Alaimo 17",60010,Italian,2/5/1996,Ancona
Marcella,Palermo,female,MarcellaPalermo@teleworm.us,"0346 7679454",XB83639346,63,"Ponte Zanano","Via dei Serpenti 10",25068,Italian,9/5/1956,Brescia
Selene,Pisano,female,SelenePisano@einrot.com,"0397 3587900",NL26606161,58,Golasecca,"Via Corio 117",21010,Italian,2/2/1962,Varese
Benigno,Bruno,male,BenignoBruno@gustr.com,"0339 3433117",VC51534853,37,Altidona,"Via del Caggio 73",63016,Italian,12/29/1982,"Ascoli Piceno"
Alceo,Palerma,male,AlceoPalerma@fleckens.hu,"0374 6585948",UL60541454,48,Ferentillo,"Stradone Antonio Provolo 96",05034,Italian,3/8/1971,Termi
Novella,Pagnotto,female,NovellaPagnotto@jourrapide.com,"0386 3820293",ZR49426275,22,"Capece Bax","Via del Mascherone 10",72020,Italian,3/8/1997,Brindisi
Lino,Piccio,male,LinoPiccio@rhyta.com,"0387 6929782",JL61800058,38,Quittengo,"Strada Statale 85",13812,Italian,4/16/1981,Biella
Gisella,Schiavone,female,GisellaSchiavone@dayrep.com,"0360 5483566",LD64242322,58,"San Nicolo' Ultimo","Via di Santa Melania 29",39010,Italian,9/8/1961,Bolzano
Giona,Fanucci,male,GionaFanucci@einrot.com,"0366 8599883",RP79127073,35,Calderara,"Via Varrone 33",95030,Italian,8/28/1984,Catania
Catone,Pugliesi,male,CatonePugliesi@dayrep.com,"0388 5153152",EK76962495,47,Torino,"Via Enrico Fermi 46",10100,Italian,4/12/1972,Torino
Tancredi,Arcuri,male,TancrediArcuri@gustr.com,"0344 9682717",BJ47854225,35,Trieste,"Via Bonafous Alfonso 95",34100,Italian,12/5/1984,Trieste
Vittorio,Romani,male,VittorioRomani@gustr.com,"0361 8221489",DI9222459,57,Dogana,"Via Nolana 90",19034,Italian,6/18/1962,"La Spezia"
Gofreddo,Beneventi,male,GofreddoBeneventi@gustr.com,"0357 1277372",RQ23537073,32,"Belmonte Mezzagno","Via Santa Teresa degli Scalzi 10",90031,Italian,1/21/1988,Palermo
"Calliope ",Romano,female,CalliopeRomano@jourrapide.com,"0388 1706734",IJ26167642,47,Sant'Antonio,"Via Palermo 95",98050,Italian,10/26/1972,Messina
Cristina,Pinto,female,CristinaPinto@jourrapide.com,"0330 3998010",VF55201504,22,"Saline Di Volterra","Viale Maria Cristina di Savoia 25",56048,Italian,12/16/1997,Pisa
Fausta,"Li Fonti",female,FaustaLiFonti@dayrep.com,"0355 3183223",QN19338309,59,Vallermosa,"Via degli Aldobrandeschi 55",09010,Italian,4/15/1960,Cagliari
Debora,Romani,female,DeboraRomani@jourrapide.com,"0314 9041034",NL80620003,65,"Brignano Frascata","Via del Piave 149",15050,Italian,8/21/1954,Alessandria
Tarquinio,Lombardi,male,TarquinioLombardi@einrot.com,"0325 2893943",UT17141611,59,Matierno,"Vicolo Cieco Fondachetto 138",84135,Italian,8/18/1960,Salerno
Omero,Ferrari,male,OmeroFerrari@superrito.com,"0362 7716728",TO71402421,40,Boccaleone,"Via Vico Ferrovia 108",44013,Italian,12/8/1979,Ferrara
Eva,"Li Fonti",female,EvaLiFonti@jourrapide.com,"0365 9106493",VW57876058,44,Balmuccia,"Via Antonio Cecchi 54",13020,Italian,11/28/1975,Vercelli
Roberto,Marchesi,male,RobertoMarchesi@dayrep.com,"0365 1401621",UD84379976,25,Quiliano,"Via Scala 37",17047,Italian,10/5/1994,Savona
Adelmio,Baresi,male,AdelmioBaresi@armyspy.com,"0310 6069104",NT31445262,44,"Borgo Liberta","Via Nuova Agnano 50",71040,Italian,7/12/1975,Foggia
Ginevra,Onio,female,GinevraOnio@jourrapide.com,"0330 2347975",LF87834023,20,"Macchia Valfortore","Via degli Aldobrandeschi 27",86040,Italian,1/12/2000,Campobasso
Agostino,Panicucci,male,AgostinoPanicucci@jourrapide.com,"0339 0110005",YA11053994,49,Lubriano,"Via Lagrange 130",01020,Italian,11/14/1970,Viterbo
Ave,Nucci,female,AveNucci@cuvox.de,"0331 8841297",KB33818829,56,"Varco Sabino","Via Goffredo Mameli 54",02020,Italian,6/26/1963,Rieti
Marino,Milanesi,male,MarinoMilanesi@einrot.com,"0361 8535676",QZ62695558,45,Buscate,"Via Nazario Sauro 119",20010,Italian,3/19/1974,Milano
Norma,Genovesi,female,NormaGenovesi@armyspy.com,"0324 9945635",CM30896168,39,Tessello,"Via Partenope 28",47020,Italian,11/18/1980,Forli
Brancaleone,Sal,male,BrancaleoneSal@armyspy.com,"0384 5477291",II70261865,45,"St. Christina","Via Nazionale 119",39047,Italian,10/28/1974,Bolzano
Fedro,Calabrese,male,FedroCalabrese@teleworm.us,"0312 2306604",CE54246749,24,Albino,"Via Piccinni 35",24021,Italian,12/18/1995,Bergamo
Lorena,Pirozzi,female,LorenaPirozzi@einrot.com,"0317 9217832",CR39394649,39,Ponticelli,"Via Goffredo Mameli 45",02030,Italian,12/4/1980,Rieti
Ambrogino,Toscano,male,AmbroginoToscano@armyspy.com,"0372 6827986",TX27468728,58,Acciaroli,"Via Valpantena 62",84041,Italian,3/14/1961,Salerno
Domenico,Udinesi,male,DomenicoUdinesi@jourrapide.com,"0380 0445244",JX41111005,50,"San Mazzeo","Via Piave 82",88048,Italian,10/5/1969,Catanzaro
Ermenegilda,Endrizzi,female,ErmenegildaEndrizzi@fleckens.hu,"0332 8008244",AT37049482,54,"Lavarone Cappella","Via Torricelli 144",38040,Italian,10/27/1965,Trento
Liviana,Pisani,female,LivianaPisani@cuvox.de,"0358 9467894",KL74971595,27,Sant'Antonio,"Via Palermo 77",98050,Italian,10/5/1992,Messina
"Maria Pia",Gallo,female,MariaPiaGallo@rhyta.com,"0394 6001696",UH70222890,28,Belcastro,"Piazza della Repubblica 65",88050,Italian,4/12/1991,Catanzaro
Anna,"De Luca",female,AnnaDeLuca@gustr.com,"0374 4814971",SB59575000,38,"Pertica Alta","Via dei Serpenti 73",25070,Italian,3/14/1981,Brescia
Eligio,Siciliano,male,EligioSiciliano@cuvox.de,"0328 1652193",CH56689604,48,"St. Pauls","Via Nazionale 6",39050,Italian,2/24/1972,Bolzano
Natalino,Ferrari,male,NatalinoFerrari@cuvox.de,"0384 7264124",GU55757607,30,Zaccheo,"Stradone Antonio Provolo 63",64020,Italian,7/29/1989,Teramo
Valter,Calabresi,male,ValterCalabresi@einrot.com,"0388 7177280",II18097599,31,Vobbia,"Via Medina 5",16010,Italian,11/11/1988,Genova
Tommaso,Zetticci,male,TommasoZetticci@einrot.com,"0376 0618781",OO71180440,24,Paderna,"Via Acrone 101",15050,Italian,8/3/1995,Alessandria
Quintino,Zito,male,QuintinoZito@rhyta.com,"0399 6163161",FC37723264,41,"Villaggio Aldisio","Via Palermo 144",98147,Italian,6/11/1978,Messina
Brigida,Dellucci,female,BrigidaDellucci@fleckens.hu,"0332 4875092",IE52539886,53,"Cancello Di Ferrovia","Via delle Mura Gianicolensi 17",81020,Italian,7/9/1966,Caserta
Indro,Udinesi,male,IndroUdinesi@einrot.com,"0358 5932375",PE11739565,31,"San Giovanni Di San Giorgio Del Sannio","Via Piccinni 24",82018,Italian,11/15/1988,Benevento
Uriele,Longo,male,UrieleLongo@superrito.com,"0341 7405499",RY69353464,42,Biassono,"Via Palermo 146",20046,Italian,7/19/1977,Milano
Monica,Russo,female,MonicaRusso@cuvox.de,"0334 7995534",FC9302012,28,Lessona,"Strada Statale 9",13853,Italian,8/23/1991,Biella
Cosimo,Longo,male,CosimoLongo@dayrep.com,"0367 2463810",VK45494971,51,Pinerolo,"Via Volto San Luca 99",10064,Italian,11/22/1968,Torino
Virginio,Calabrese,male,VirginioCalabrese@dayrep.com,"0337 9505088",VV66103090,28,Monteponi,"Via del Viminale 24",09010,Italian,6/12/1991,Cagliari
Fernanda,Mancini,female,FernandaMancini@jourrapide.com,"0335 6496354",ZT33939621,39,Campodoro,"Via Francesco Girardi 133",35010,Italian,6/15/1980,Padova
Ilenia,Marino,female,IleniaMarino@dayrep.com,"0353 1411016",VA74728915,65,Premana,"Piazza Pilastri 70",23834,Italian,12/9/1954,Lecco
Pietro,Endrizzi,male,PietroEndrizzi@dayrep.com,"0394 4570858",TJ66249997,43,"Isola Del Gran Sasso","Via Scuderlando 8",64045,Italian,7/1/1976,Teramo
Concordio,Lori,male,ConcordioLori@jourrapide.com,"0350 9768613",HO16730611,42,Greccio,"Via delle Coste 52",02040,Italian,2/8/1978,Rieti
Facondo,Sagese,male,FacondoSagese@superrito.com,"0399 9064713",BD98104752,23,Brione,"Vicolo Calcirelli 56",38083,Italian,5/31/1996,Trento
Emanuele,Bellucci,male,EmanueleBellucci@armyspy.com,"0331 0805475",TN44272086,52,"Sant'Andrea Pelago","Via Giacinto Gigante 85",41027,Italian,7/7/1967,Modena
Serafino,Castiglione,male,SerafinoCastiglione@einrot.com,"0373 7010932",UH59079900,24,Bugnara,"Via Raffaele Conforti 65",67030,Italian,10/11/1995,L'Aquila
Delfio,Folliero,male,DelfioFolliero@dayrep.com,"0394 0162772",BQ69864178,28,Ingurtosu,"Via del Viminale 134",09030,Italian,10/24/1991,Cagliari
Liviana,Siciliano,female,LivianaSiciliano@superrito.com,"0381 0267930",FI95791471,48,"Borgo Faiti","Piazza Garibaldi 128",04010,Italian,3/25/1971,Latina
Samuele,Zetticci,male,SamueleZetticci@teleworm.us,"0364 2678405",XK87680142,54,"Linate Paese","Via Nazario Sauro 139",20068,Italian,5/12/1965,Milano
Enza,Lucchesi,female,EnzaLucchesi@cuvox.de,"0351 8340275",JT7929057,66,"Torsa Di Pocenia","Via Sacchi 113",33050,Italian,4/21/1953,Udine
"Anna Maria",Mazzanti,female,AnnaMariaMazzanti@einrot.com,"0394 5494676",BJ4646399,18,Polistena,"Via Giulio Camuzzoni 78",89024,Italian,6/19/2001,"Reggio Calabria"
Salomone,Mazzi,male,SalomoneMazzi@dayrep.com,"0322 4299268",NH21196862,38,Erbezzo,"Via Gaetano Donizetti 4",37020,Italian,3/10/1981,Verona
Eulalia,Lettiere,female,EulaliaLettiere@cuvox.de,"0387 2262186",VO99970959,55,Milano,"Via San Cosmo fuori Porta Nolana 143",20145,Italian,11/15/1964,Milano
Elvio,Zetticci,male,ElvioZetticci@superrito.com,"0361 0518532",YS48065583,43,Mandrogne,"Via delle Azalee 60",15040,Italian,12/17/1976,Alessandria
Adriana,Romani,female,AdrianaRomani@dayrep.com,"0351 5771358",JZ41471777,57,Palermo,"Via Santa Teresa degli Scalzi 102",90121,Italian,11/18/1962,Palermo
Isidoro,Conti,male,IsidoroConti@teleworm.us,"0331 0912078",FQ51171672,39,Bianze,"Via Antonio Cecchi 54",13041,Italian,8/30/1980,Vercelli
"Ubalda ",Greco,female,UbaldaGreco@superrito.com,"0398 8844069",KE29124934,55,Albe,"Via Raffaele Conforti 51",67050,Italian,7/17/1964,L'Aquila
Donnino,Milanesi,male,DonninoMilanesi@cuvox.de,"0381 8009890",OV98389931,42,"Vallo Di Caluso","Via del Pontiere 58",10010,Italian,10/11/1977,Torino
Elide,Sal,male,ElideSal@fleckens.hu,"0396 9414835",ZA27011726,56,"Ginestra Sabina","Via delle Coste 99",02030,Italian,4/2/1963,Rieti
Vanna,Fiorentini,female,VannaFiorentini@gustr.com,"0394 1416805",EE78867444,57,Cocuruzzo,"Via Cavour 141",81040,Italian,2/16/1963,Caserta
Simone,Trevisani,male,SimoneTrevisani@rhyta.com,"0312 8662640",SF52850675,54,Pontelagoscuro,"Via Francesco Del Giudice 18",44038,Italian,3/28/1965,Ferrara
Luisella,Pisani,female,LuisellaPisani@rhyta.com,"0343 4837474",SR24739715,45,Vallonara,"Via Lagrange 106",36063,Italian,5/5/1974,Vicenza
Ulisse,Ferri,male,UlisseFerri@fleckens.hu,"0386 1789160",CL4426764,30,Lichtenberg,"Via San Domenico 110",39020,Italian,11/6/1989,Bolzano
Amalio,Folliero,male,AmalioFolliero@cuvox.de,"0353 9011391",WF14488267,24,"Sand In Taufers","Via Nazionale 140",39032,Italian,11/30/1995,Bolzano
Costantino,Giordano,male,CostantinoGiordano@fleckens.hu,"0332 9041278",CM26875307,60,Birchabruck,"Via Alessandro Farnese 135",39050,Italian,10/14/1959,Bolzano
Tommaso,Napolitani,male,TommasoNapolitani@fleckens.hu,"0380 1298293",IS69468536,30,"Bagno A Ripoli","Via Francesco Del Giudice 138",50012,Italian,10/6/1989,Firenze
Remigio,Lori,male,RemigioLori@fleckens.hu,"0361 6670364",RC56405428,63,Pizzoferrato,"Via Torre di Mezzavia 45",66040,Italian,4/10/1956,Chieti
Igor,Castiglione,male,IgorCastiglione@einrot.com,"0389 3681169",PG85703254,38,Migliano,"Via Santa Lucia 23",06050,Italian,12/29/1981,Perugia
Rossana,Manna,female,RossanaManna@einrot.com,"0327 1102594",XY58260373,67,Sermugnano,"Via Lagrange 150",01020,Italian,1/16/1953,Viterbo
Angelico,Cattaneo,male,AngelicoCattaneo@rhyta.com,"0345 6142559",RZ73457129,32,"San Martino Alfieri","Via Solfatara 5",14010,Italian,7/27/1987,Asti
Astolfo,Bianchi,male,AstolfoBianchi@jourrapide.com,"0381 6763565",OD0412795,32,Terralba,"Via Francesco Girardi 17",09098,Italian,2/22/1988,Oristano
Oronzo,Toscano,male,OronzoToscano@dayrep.com,"0377 0791735",JF72500935,27,Latina,"Piazza Garibaldi 96",04100,Italian,2/27/1993,Latina
Adalgisa,Piazza,female,AdalgisaPiazza@dayrep.com,"0311 5663443",NZ3591076,47,Messina,"Via San Domenico Soriano 78",98123,Italian,10/6/1972,Messina
Vittore,Sagese,male,VittoreSagese@rhyta.com,"0339 1037601",UD79384479,52,Varcaturo,"Via Nicola Mignogna 43",80014,Italian,8/16/1967,Napoli
Lorena,Pisano,female,LorenaPisano@einrot.com,"0369 7583136",UQ70177065,25,Pagliare,"Via Loreto 92",63036,Italian,9/18/1994,"Ascoli Piceno"
Camilla,Rossi,female,CamillaRossi@dayrep.com,"0374 0453264",NZ97610648,50,"Cervignano Del Friuli","Via Bonafous Alfonso 86",33052,Italian,2/13/1970,Udine
Gaudenzia,Pinto,female,GaudenziaPinto@cuvox.de,"0382 6490160",VP73405746,53,Apecchio,"Via Silvio Spaventa 17",61042,Italian,10/22/1966,Perugia
Selene,Lori,female,SeleneLori@fleckens.hu,"0325 8610463",BL76583295,24,Torrecandele,"Via Palermo 1",98070,Italian,3/19/1995,Messina
Ireneo,Mazzi,male,IreneoMazzi@rhyta.com,"0369 8456987",QV86682796,35,Schluderns,"Via Nazionale 51",39020,Italian,9/14/1984,Bolzano
Maria,Palermo,female,MariaPalermo@jourrapide.com,"0358 1745540",SG78224440,53,Castellamonte,"Via Giberti 78",10081,Italian,5/19/1966,Torino
Nazario,Ferri,male,NazarioFerri@teleworm.us,"0352 0819662",TP35648888,33,Semiana,"Vico Giganti 83",27020,Italian,6/18/1986,Pavia
Deodata,Costa,female,DeodataCosta@jourrapide.com,"0313 6445583",GZ78038972,40,Pietracuta,"Via Stadera 79",61010,Italian,11/25/1979,Perugia
Anastasia,"De Luca",female,AnastasiaDeLuca@superrito.com,"0361 2999873",XY41358273,18,Viggiano,"Piazza Mercato 54",85059,Italian,9/2/2001,Potenza
Ambra,Bruno,female,AmbraBruno@armyspy.com,"0374 0427498",NX44905233,58,"Cerro Veronese","Via Gaetano Donizetti 58",37020,Italian,2/12/1962,Verona
Castore,Trentini,male,CastoreTrentini@rhyta.com,"0340 8553641",QS71281265,39,"Fossalta Di Piave","Via Spalato 51",30020,Italian,9/22/1980,Venezia
Amina,Bianchi,female,AminaBianchi@cuvox.de,"0344 6656748",BG36281720,61,"Porto Tolle","Via Valpantena 55",45018,Italian,3/16/1958,Rovigo
Donnino,Marino,male,DonninoMarino@einrot.com,"0373 9930719",PT30031860,37,"Quarto Oggiaro","Via San Cosmo fuori Porta Nolana 100",20157,Italian,12/6/1982,Milano
Bellino,Barese,male,BellinoBarese@rhyta.com,"0357 7855482",AN57773277,20,Lignod,"Via Callicratide 42",11020,Italian,5/16/1999,Aosta
Ilda,Lorenzo,female,IldaLorenzo@teleworm.us,"0382 5186946",MQ68350044,52,"Ospedaletto Euganeo","Via Sedile di Porto 124",35045,Italian,6/5/1967,Padova
Giusy,Napolitani,female,GiusyNapolitani@einrot.com,"0371 9738984",LK75488127,23,"Scerne Di Pineto","Via Scuderlando 50",64020,Italian,1/9/1997,Teramo
Speranza,Mazzanti,female,SperanzaMazzanti@rhyta.com,"0326 1953888",WJ8697075,53,"San Giorgio Di Lomellina","Vico Giganti 110",27020,Italian,12/15/1966,Pavia
Raniero,Barese,male,RanieroBarese@armyspy.com,"0344 9805290",NV54969542,31,Rivarone,"Via Acrone 123",15040,Italian,10/13/1988,Alessandria
Lucio,Siciliano,male,LucioSiciliano@einrot.com,"0355 5275547",PP76037437,53,Cantalupo,"Via del Piave 37",15014,Italian,4/9/1966,Alessandria
Sesto,Pirozzi,male,SestoPirozzi@teleworm.us,"0343 8401056",OM0328710,65,"Santuario Di Savona","Via Scala 29",17040,Italian,11/14/1954,Savona
Landolfo,Padovano,male,LandolfoPadovano@fleckens.hu,"0356 6457788",XH26023065,19,Atrani,"Via Valpantena 36",84010,Italian,6/23/2000,Salerno
Ginevra,Milanesi,female,GinevraMilanesi@teleworm.us,"0329 9164525",GO28537125,60,Laiano,"Via Piccinni 51",82019,Italian,8/26/1959,Benevento
Adalgiso,Esposito,male,AdalgisoEsposito@einrot.com,"0357 0090256",VY90262732,49,Gambulaga,"Via Vico Ferrovia 100",44010,Italian,7/3/1970,Ferrara
Eliana,Giordano,female,ElianaGiordano@rhyta.com,"0389 0597170",GS70308792,25,Gavignano,"Via Longhena 134",00030,Italian,1/29/1995,Roma
Ferruccio,Udinesi,male,FerruccioUdinesi@fleckens.hu,"0389 2715994",HH27571521,26,Magnasco,"Via Matteo Schilizzi 80",16048,Italian,11/26/1993,Genova
Cristiano,Esposito,male,CristianoEsposito@jourrapide.com,"0368 4716002",YR80968457,66,Felitto,"Via Rosmini 148",84055,Italian,8/2/1953,Salerno
Severino,Bianchi,male,SeverinoBianchi@cuvox.de,"0313 3765112",JJ42710586,35,"Taufers im Münstertal","Via Nazionale 75",39020,Italian,7/3/1984,Bolzano
Diana,Palermo,female,DianaPalermo@cuvox.de,"0352 4379147",WV34841479,35,Tolentino,"Piazza Guglielmo Pepe 78",62029,Italian,5/2/1984,Macerata
Colomba,Rizzo,female,ColombaRizzo@superrito.com,"0321 9355725",QN42456078,38,"Casola Valsenio","Via Pisanelli 101",48010,Italian,4/20/1981,Ravenna
Deodata,Monaldo,female,DeodataMonaldo@teleworm.us,"0381 9482797",RI78349005,65,"Specchia Gallone","Via Antonio Beccadelli 130",73020,Italian,5/26/1954,Lecce
Eros,Trevisani,male,ErosTrevisani@armyspy.com,"0365 7262018",EF7107569,19,"Ivano Fracena","Via Torricelli 83",38059,Italian,4/16/2000,Trento
Elisabetta,Lombardi,female,ElisabettaLombardi@gustr.com,"0355 3498589",HS38071037,47,"Santa Maria Imbaro","Via Torre di Mezzavia 90",66030,Italian,9/26/1972,Chieti
Emma,Nucci,female,EmmaNucci@superrito.com,"0397 0431056",JJ33595825,33,"Sant'Angelo In Theodice","Corso Garibaldi 4",03040,Italian,4/19/1986,Frosinone
Luca,Moretti,male,LucaMoretti@rhyta.com,"0380 8537201",QH33213606,46,"Zoldo Alto","Via Nicolai 109",32010,Italian,8/29/1973,Belluno
Erminio,Milanesi,male,ErminioMilanesi@einrot.com,"0334 5411976",JR79854291,25,Ravoledo,"Via Leopardi 134",23030,Italian,3/4/1994,Sondrio
Alfonsina,Folliero,female,AlfonsinaFolliero@dayrep.com,"0375 7836033",GH58176398,28,"Conza Della Campania","Via Licola Patria 6",83040,Italian,5/31/1991,Avellino
Venerando,Marcelo,male,VenerandoMarcelo@fleckens.hu,"0337 4547009",YR23077706,22,Gallo,"Via Vico Ferrovia 100",44020,Italian,3/12/1997,Ferrara
Petronio,Pinto,male,PetronioPinto@gustr.com,"0356 4208158",DM70330621,62,"Castelletto Busca","Via Francesco Saverio Correra 116",12022,Italian,3/20/1957,Cuneo
Isaia,"Lo Duca",male,IsaiaLoDuca@teleworm.us,"0356 0531630",SH83470705,37,"Palazzolo Milanese","Via San Cosmo fuori Porta Nolana 46",20030,Italian,10/27/1982,Milano
Landolfo,Cremonesi,male,LandolfoCremonesi@armyspy.com,"0348 7163054",BR44034244,35,"Santa Croce Camerina","Piazza Mercato 53",97017,Italian,6/4/1984,Ragusa
Lioba,Marino,female,LiobaMarino@cuvox.de,"0378 7856784",BT82028660,36,"San Leonardo Del Friuli","Via Sacchi 59",33040,Italian,7/6/1983,Udine
Sara,Ferri,female,SaraFerri@jourrapide.com,"0356 4947818",ZS14081694,57,Cappadocia,"Via Raffaele Conforti 135",67060,Italian,6/18/1962,L'Aquila
Armando,Romano,male,ArmandoRomano@jourrapide.com,"0377 8018483",UH17029829,52,"Muro Lucano","Discesa Gaiola 84",85054,Italian,7/20/1967,Potenza
Alvisa,Davide,female,AlvisaDavide@cuvox.de,"0383 5124321",YD60437021,51,Caderzone,"Vicolo Calcirelli 126",38080,Italian,8/13/1968,Trento
Piero,"De Luca",male,PieroDeLuca@gustr.com,"0374 6500099",XP17900897,28,Pilastri,"Via Vico Ferrovia 135",44010,Italian,7/23/1991,Ferrara
Ciriaco,Lucchese,male,CiriacoLucchese@superrito.com,"0326 8242683",QY19694378,59,"Rocca Susella","Vico Giganti 7",27052,Italian,7/23/1960,Pavia
Lillo,Loggia,male,LilloLoggia@teleworm.us,"0394 1169613",WV8788416,58,Padova,"Via Sedile di Porto 38",35137,Italian,11/7/1961,Padova
Giuseppa,Palerma,female,GiuseppaPalerma@dayrep.com,"0386 0689294",SM99984237,40,Onano,"Via Lagrange 11",01010,Italian,3/5/1979,Viterbo
Riccardo,Palerma,male,RiccardoPalerma@teleworm.us,"0318 8227684",NZ86277936,45,Esporlatu,"Via Carlo Cattaneo 94",07010,Italian,1/8/1975,Sassari
Athos,Schiavone,male,AthosSchiavone@fleckens.hu,"0394 7245480",TJ43575604,26,"Badia Pavese","Piazzetta Concordia 52",27010,Italian,4/5/1993,Pavia
Uranio,Palermo,male,UranioPalermo@jourrapide.com,"0353 7035954",IV70961916,58,"Villa San Pietro","Via degli Aldobrandeschi 81",09010,Italian,1/2/1962,Cagliari
Emma,Longo,female,EmmaLongo@superrito.com,"0371 1948024",FJ50208802,52,Armento,"Via Miguel de Cervantes 90",85010,Italian,11/17/1967,Potenza
Prospero,Greece,male,ProsperoGreece@einrot.com,"0360 7131229",MW38199844,36,Borello,"Via Foria 135",47022,Italian,7/19/1983,Forli
Aloisia,Fiorentino,female,AloisiaFiorentino@cuvox.de,"0356 5598279",KN51994875,44,Mombarone,"Via Roma 23",14020,Italian,12/14/1975,Asti
Annunziata,Pinto,female,AnnunziataPinto@gustr.com,"0398 7727251",XB1567710,46,"Santuario Tinella","Via Moiariello 127",12053,Italian,3/26/1973,Cuneo
Ambrogio,Udinese,male,AmbrogioUdinese@fleckens.hu,"0364 7359094",TV7312100,48,Fiernaz,"Via delle Viole 95",11020,Italian,4/20/1971,Aosta
Sabrina,Cocci,female,SabrinaCocci@fleckens.hu,"0344 0251946",ER46679833,32,"Mignano Monte Lungo","Via Cavour 44",81049,Italian,12/8/1987,Caserta
Leda,Piazza,female,LedaPiazza@jourrapide.com,"0394 2982982",NU33768309,33,Montebelluna,"Vicolo Tre Marchetti 7",31044,Italian,8/3/1986,Treviso
Adalberto,Padovesi,male,AdalbertoPadovesi@cuvox.de,"0375 7677699",NM26174351,23,Tolmezzo,"Via Sacchi 149",33028,Italian,9/16/1996,Udine
Basilio,Sabbatini,male,BasilioSabbatini@einrot.com,"0338 9952944",VV85474460,41,Giarole,"Via delle Azalee 36",15036,Italian,9/9/1978,Alessandria
